TID: 00f7c8685f7f0000, SID: 28, DID: 0, CID: 0, time stamp: 47, AID: 0, The ship created
TID: 00a77d515f7f0000, SID: 27, DID: 3, CID: 130, time stamp: 37187, AID: 6, The ship loading cargo from the dock
TID: 00b7fd515f7f0000, SID: 26, DID: 2, CID: 153, time stamp: 37194, AID: 6, The ship loading cargo from the dock
TID: 00677e575f7f0000, SID: 20, DID: 1, CID: 308, time stamp: 37204, AID: 6, The ship loading cargo from the dock
TID: 00c77f625f7f0000, SID: 37, DID: 2, CID: 133, time stamp: 37217, AID: 6, The ship loading cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 3, CID: 138, time stamp: 37227, AID: 6, The ship loading cargo from the dock
TID: 0057fe565f7f0000, SID: 53, DID: 1, CID: 221, time stamp: 37236, AID: 6, The ship loading cargo from the dock
TID: 0057fd4e5f7f0000, SID: 93, DID: 4, CID: 0, time stamp: 37241, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277e555f7f0000, SID: 60, DID: 0, CID: 329, time stamp: 37260, AID: 6, The ship loading cargo from the dock
TID: 00c77e5a5f7f0000, SID: 15, DID: 1, CID: 224, time stamp: 37359, AID: 6, The ship loading cargo from the dock
TID: 00f7fd535f7f0000, SID: 11, DID: 3, CID: 183, time stamp: 37369, AID: 6, The ship loading cargo from the dock
TID: 0037ff5d5f7f0000, SID: 55, DID: 0, CID: 333, time stamp: 37376, AID: 6, The ship loading cargo from the dock
TID: 0077fe575f7f0000, SID: 4, DID: 4, CID: 422, time stamp: 37385, AID: 6, The ship loading cargo from the dock
TID: 00a77e595f7f0000, SID: 12, DID: 3, CID: 147, time stamp: 37394, AID: 6, The ship loading cargo from the dock
TID: 0057fd4e5f7f0000, SID: 93, DID: 4, CID: 394, time stamp: 37406, AID: 6, The ship loading cargo from the dock
TID: 00877f605f7f0000, SID: 90, DID: 4, CID: 475, time stamp: 37443, AID: 6, The ship loading cargo from the dock
TID: 00a77f615f7f0000, SID: 22, DID: 2, CID: 383, time stamp: 37615, AID: 6, The ship loading cargo from the dock
TID: 00e77d535f7f0000, SID: 41, DID: 3, CID: 149, time stamp: 38094, AID: 6, The ship loading cargo from the dock
TID: 00d7fd525f7f0000, SID: 57, DID: 1, CID: 237, time stamp: 38114, AID: 6, The ship loading cargo from the dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38121, AID: 1, The ship requested permission to dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38139, AID: 2, The ship docked
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38141, AID: 5, The ship requested permission to load cargo from the dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 335, time stamp: 38170, AID: 6, The ship loading cargo from the dock
TID: 00877d505f7f0000, SID: 63, DID: 4, CID: 438, time stamp: 38180, AID: 6, The ship loading cargo from the dock
TID: 00477e565f7f0000, SID: 89, DID: 0, CID: 341, time stamp: 38190, AID: 6, The ship loading cargo from the dock
TID: 00677d4f5f7f0000, SID: 98, DID: 1, CID: 239, time stamp: 38197, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38246, AID: 1, The ship requested permission to dock
TID: 00077f5c5f7f0000, SID: 48, DID: 1, CID: 241, time stamp: 38267, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38271, AID: 2, The ship docked
TID: 0077ff5f5f7f0000, SID: 92, DID: 3, CID: 164, time stamp: 38274, AID: 6, The ship loading cargo from the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 0, CID: 338, time stamp: 38300, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38317, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 143, time stamp: 38326, AID: 6, The ship loading cargo from the dock
TID: 00b7fe595f7f0000, SID: 6, DID: 4, CID: 403, time stamp: 38334, AID: 6, The ship loading cargo from the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 2, CID: 390, time stamp: 38558, AID: 6, The ship loading cargo from the dock
TID: 0097fe585f7f0000, SID: 18, DID: 0, CID: 0, time stamp: 38573, AID: 7, The ship leaved the dock
TID: 00877e585f7f0000, SID: 82, DID: 0, CID: 343, time stamp: 38575, AID: 6, The ship loading cargo from the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 4, CID: 404, time stamp: 38581, AID: 6, The ship loading cargo from the dock
TID: 0017fe545f7f0000, SID: 3, DID: 1, CID: 328, time stamp: 39172, AID: 6, The ship loading cargo from the dock
TID: 00677f5f5f7f0000, SID: 23, DID: 1, CID: 257, time stamp: 39217, AID: 6, The ship loading cargo from the dock
TID: 0057ff5e5f7f0000, SID: 64, DID: 1, CID: 268, time stamp: 39223, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39246, AID: 1, The ship requested permission to dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39248, AID: 2, The ship docked
TID: 00f7c8685f7f0000, SID: 28, DID: 4, CID: 458, time stamp: 39251, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39258, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077e545f7f0000, SID: 96, DID: 4, CID: 412, time stamp: 39282, AID: 6, The ship loading cargo from the dock
TID: 00c77d525f7f0000, SID: 29, DID: 4, CID: 423, time stamp: 39299, AID: 6, The ship loading cargo from the dock
TID: 00e77f635f7f0000, SID: 0, DID: 4, CID: 446, time stamp: 39309, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 154, time stamp: 39320, AID: 6, The ship loading cargo from the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 0, CID: 354, time stamp: 39355, AID: 6, The ship loading cargo from the dock
TID: 00e77e5b5f7f0000, SID: 74, DID: 2, CID: 165, time stamp: 39363, AID: 6, The ship loading cargo from the dock
TID: 00d7ff625f7f0000, SID: 95, DID: 4, CID: 437, time stamp: 39372, AID: 6, The ship loading cargo from the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 1, CID: 340, time stamp: 39544, AID: 6, The ship loading cargo from the dock
TID: 0037fe555f7f0000, SID: 36, DID: 1, CID: 259, time stamp: 39551, AID: 6, The ship loading cargo from the dock
TID: 00f7fe5b5f7f0000, SID: 72, DID: 0, CID: 371, time stamp: 39558, AID: 6, The ship loading cargo from the dock
TID: 0097fd505f7f0000, SID: 67, DID: 2, CID: 170, time stamp: 40221, AID: 6, The ship loading cargo from the dock
TID: 00a77d515f7f0000, SID: 27, DID: 3, CID: 167, time stamp: 40225, AID: 6, The ship loading cargo from the dock
TID: 00b7fd515f7f0000, SID: 26, DID: 2, CID: 184, time stamp: 40235, AID: 6, The ship loading cargo from the dock
TID: 0077fd4f5f7f0000, SID: 66, DID: 1, CID: 280, time stamp: 40240, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40272, AID: 1, The ship requested permission to dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40275, AID: 2, The ship docked
TID: 00677e575f7f0000, SID: 20, DID: 1, CID: 358, time stamp: 40277, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40283, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 3, CID: 158, time stamp: 40289, AID: 6, The ship loading cargo from the dock
TID: 00c77f625f7f0000, SID: 37, DID: 2, CID: 157, time stamp: 40300, AID: 6, The ship loading cargo from the dock
TID: 0057fe565f7f0000, SID: 53, DID: 1, CID: 291, time stamp: 40308, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 180, time stamp: 40314, AID: 6, The ship loading cargo from the dock
TID: 00f7fd535f7f0000, SID: 11, DID: 3, CID: 236, time stamp: 40411, AID: 6, The ship loading cargo from the dock
TID: 0077fe575f7f0000, SID: 4, DID: 4, CID: 468, time stamp: 40413, AID: 6, The ship loading cargo from the dock
TID: 00c77e5a5f7f0000, SID: 15, DID: 1, CID: 282, time stamp: 40418, AID: 6, The ship loading cargo from the dock
TID: 00277e555f7f0000, SID: 60, DID: 0, CID: 357, time stamp: 40426, AID: 6, The ship loading cargo from the dock
TID: 00a77e595f7f0000, SID: 12, DID: 3, CID: 163, time stamp: 40431, AID: 6, The ship loading cargo from the dock
TID: 0037ff5d5f7f0000, SID: 55, DID: 0, CID: 359, time stamp: 40438, AID: 6, The ship loading cargo from the dock
TID: 0057fd4e5f7f0000, SID: 93, DID: 4, CID: 439, time stamp: 40464, AID: 6, The ship loading cargo from the dock
TID: 00877f605f7f0000, SID: 90, DID: 4, CID: 480, time stamp: 40498, AID: 6, The ship loading cargo from the dock
TID: 00a77f615f7f0000, SID: 22, DID: 2, CID: 450, time stamp: 40674, AID: 6, The ship loading cargo from the dock
TID: 00e77d535f7f0000, SID: 41, DID: 3, CID: 175, time stamp: 41160, AID: 6, The ship loading cargo from the dock
TID: 00d7fd525f7f0000, SID: 57, DID: 1, CID: 298, time stamp: 41176, AID: 6, The ship loading cargo from the dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 367, time stamp: 41232, AID: 6, The ship loading cargo from the dock
TID: 00677d4f5f7f0000, SID: 98, DID: 1, CID: 311, time stamp: 41238, AID: 6, The ship loading cargo from the dock
TID: 00877d505f7f0000, SID: 63, DID: 4, CID: 474, time stamp: 41245, AID: 6, The ship loading cargo from the dock
TID: 00477e565f7f0000, SID: 89, DID: 0, CID: 372, time stamp: 41263, AID: 6, The ship loading cargo from the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 0, CID: 376, time stamp: 41332, AID: 6, The ship loading cargo from the dock
TID: 00077f5c5f7f0000, SID: 48, DID: 1, CID: 316, time stamp: 41338, AID: 6, The ship loading cargo from the dock
TID: 0077ff5f5f7f0000, SID: 92, DID: 3, CID: 182, time stamp: 41348, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 204, time stamp: 41385, AID: 6, The ship loading cargo from the dock
TID: 00b7fe595f7f0000, SID: 6, DID: 4, CID: 443, time stamp: 41405, AID: 6, The ship loading cargo from the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 2, CID: 466, time stamp: 41645, AID: 6, The ship loading cargo from the dock
TID: 00877e585f7f0000, SID: 82, DID: 0, CID: 378, time stamp: 41664, AID: 6, The ship loading cargo from the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 4, CID: 447, time stamp: 41671, AID: 6, The ship loading cargo from the dock
TID: 0017fe545f7f0000, SID: 3, DID: 1, CID: 381, time stamp: 42256, AID: 6, The ship loading cargo from the dock
TID: 00677f5f5f7f0000, SID: 23, DID: 1, CID: 0, time stamp: 42275, AID: 7, The ship leaved the dock
TID: 00f7c8685f7f0000, SID: 28, DID: 4, CID: 502, time stamp: 42293, AID: 6, The ship loading cargo from the dock
TID: 0057ff5e5f7f0000, SID: 64, DID: 1, CID: 327, time stamp: 42296, AID: 6, The ship loading cargo from the dock
TID: 00077e545f7f0000, SID: 96, DID: 4, CID: 455, time stamp: 42340, AID: 6, The ship loading cargo from the dock
TID: 00c77d525f7f0000, SID: 29, DID: 4, CID: 459, time stamp: 42359, AID: 6, The ship loading cargo from the dock
TID: 00e77f635f7f0000, SID: 0, DID: 4, CID: 489, time stamp: 42365, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 177, time stamp: 42378, AID: 6, The ship loading cargo from the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 0, CID: 388, time stamp: 42383, AID: 6, The ship loading cargo from the dock
TID: 00e77e5b5f7f0000, SID: 74, DID: 2, CID: 206, time stamp: 42423, AID: 6, The ship loading cargo from the dock
TID: 00d7ff625f7f0000, SID: 95, DID: 4, CID: 462, time stamp: 42429, AID: 6, The ship loading cargo from the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 1, CID: 405, time stamp: 42636, AID: 6, The ship loading cargo from the dock
TID: 00f7fe5b5f7f0000, SID: 72, DID: 0, CID: 393, time stamp: 42639, AID: 6, The ship loading cargo from the dock
TID: 0037fe555f7f0000, SID: 36, DID: 1, CID: 334, time stamp: 42647, AID: 6, The ship loading cargo from the dock
TID: 0097fd505f7f0000, SID: 67, DID: 2, CID: 217, time stamp: 43315, AID: 6, The ship loading cargo from the dock
TID: 0077fd4f5f7f0000, SID: 66, DID: 1, CID: 344, time stamp: 43322, AID: 6, The ship loading cargo from the dock
TID: 00b7fd515f7f0000, SID: 26, DID: 2, CID: 238, time stamp: 43329, AID: 6, The ship loading cargo from the dock
TID: 00a77d515f7f0000, SID: 27, DID: 3, CID: 179, time stamp: 43338, AID: 6, The ship loading cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 3, CID: 186, time stamp: 43344, AID: 6, The ship loading cargo from the dock
TID: 00677e575f7f0000, SID: 20, DID: 1, CID: 418, time stamp: 43348, AID: 6, The ship loading cargo from the dock
TID: 00c77f625f7f0000, SID: 37, DID: 2, CID: 227, time stamp: 43359, AID: 6, The ship loading cargo from the dock
TID: 0057fe565f7f0000, SID: 53, DID: 1, CID: 366, time stamp: 43366, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 252, time stamp: 43373, AID: 6, The ship loading cargo from the dock
TID: 0077fe575f7f0000, SID: 4, DID: 4, CID: 522, time stamp: 43472, AID: 6, The ship loading cargo from the dock
TID: 00f7fd535f7f0000, SID: 11, DID: 3, CID: 245, time stamp: 43474, AID: 6, The ship loading cargo from the dock
TID: 00c77e5a5f7f0000, SID: 15, DID: 1, CID: 349, time stamp: 43480, AID: 6, The ship loading cargo from the dock
TID: 0037ff5d5f7f0000, SID: 55, DID: 0, CID: 397, time stamp: 43489, AID: 6, The ship loading cargo from the dock
TID: 0057fd4e5f7f0000, SID: 93, DID: 4, CID: 481, time stamp: 43506, AID: 6, The ship loading cargo from the dock
TID: 00277e555f7f0000, SID: 60, DID: 0, CID: 399, time stamp: 43510, AID: 6, The ship loading cargo from the dock
TID: 00a77e595f7f0000, SID: 12, DID: 3, CID: 187, time stamp: 43515, AID: 6, The ship loading cargo from the dock
TID: 00877f605f7f0000, SID: 90, DID: 4, CID: 553, time stamp: 43554, AID: 6, The ship loading cargo from the dock
TID: 0097fe585f7f0000, SID: 18, DID: 3, CID: 0, time stamp: 43628, AID: 1, The ship requested permission to dock
TID: 0097fe585f7f0000, SID: 18, DID: 3, CID: 0, time stamp: 43630, AID: 2, The ship docked
TID: 0097fe585f7f0000, SID: 18, DID: 3, CID: 0, time stamp: 43632, AID: 3, The ship requested permission to unload its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 2, CID: 476, time stamp: 43730, AID: 6, The ship loading cargo from the dock
TID: 00d7fd525f7f0000, SID: 57, DID: 1, CID: 350, time stamp: 44245, AID: 6, The ship loading cargo from the dock
TID: 00e77d535f7f0000, SID: 41, DID: 3, CID: 189, time stamp: 44251, AID: 6, The ship loading cargo from the dock
TID: 00677d4f5f7f0000, SID: 98, DID: 1, CID: 385, time stamp: 44294, AID: 6, The ship loading cargo from the dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 401, time stamp: 44301, AID: 6, The ship loading cargo from the dock
TID: 00077d4c5f7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44304, AID: 1, The ship requested permission to dock
TID: 00077d4c5f7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44309, AID: 2, The ship docked
TID: 00477e565f7f0000, SID: 89, DID: 0, CID: 400, time stamp: 44311, AID: 6, The ship loading cargo from the dock
TID: 00077d4c5f7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44320, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877d505f7f0000, SID: 63, DID: 4, CID: 572, time stamp: 44331, AID: 6, The ship loading cargo from the dock
TID: 00077d4c5f7f0000, SID: 16, DID: 4, CID: 589, time stamp: 44339, AID: 6, The ship loading cargo from the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 0, CID: 415, time stamp: 44390, AID: 6, The ship loading cargo from the dock
TID: 00f7fc4b5f7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44395, AID: 1, The ship requested permission to dock
TID: 00f7fc4b5f7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44399, AID: 2, The ship docked
TID: 00077f5c5f7f0000, SID: 48, DID: 1, CID: 387, time stamp: 44402, AID: 6, The ship loading cargo from the dock
TID: 0077ff5f5f7f0000, SID: 92, DID: 3, CID: 246, time stamp: 44412, AID: 6, The ship loading cargo from the dock
TID: 00f7fc4b5f7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44417, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fc4b5f7f0000, SID: 65, DID: 4, CID: 564, time stamp: 44429, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 278, time stamp: 44441, AID: 6, The ship loading cargo from the dock
TID: 00b7fe595f7f0000, SID: 6, DID: 4, CID: 483, time stamp: 44463, AID: 6, The ship loading cargo from the dock
TID: 00e77c4b5f7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44517, AID: 1, The ship requested permission to dock
TID: 00e77c4b5f7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44519, AID: 2, The ship docked
TID: 00e77c4b5f7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44520, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77c4b5f7f0000, SID: 75, DID: 1, CID: 392, time stamp: 44528, AID: 6, The ship loading cargo from the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 2, CID: 479, time stamp: 44711, AID: 6, The ship loading cargo from the dock
TID: 00877e585f7f0000, SID: 82, DID: 0, CID: 411, time stamp: 44723, AID: 6, The ship loading cargo from the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 4, CID: 508, time stamp: 44729, AID: 6, The ship loading cargo from the dock
TID: 0017fe545f7f0000, SID: 3, DID: 1, CID: 448, time stamp: 45341, AID: 6, The ship loading cargo from the dock
TID: 00f7c8685f7f0000, SID: 28, DID: 4, CID: 594, time stamp: 45351, AID: 6, The ship loading cargo from the dock
TID: 0057ff5e5f7f0000, SID: 64, DID: 1, CID: 413, time stamp: 45378, AID: 6, The ship loading cargo from the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 0, CID: 417, time stamp: 45401, AID: 6, The ship loading cargo from the dock
TID: 00077e545f7f0000, SID: 96, DID: 4, CID: 514, time stamp: 45408, AID: 6, The ship loading cargo from the dock
TID: 00c77d525f7f0000, SID: 29, DID: 4, CID: 534, time stamp: 45415, AID: 6, The ship loading cargo from the dock
TID: 00e77f635f7f0000, SID: 0, DID: 4, CID: 560, time stamp: 45422, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 190, time stamp: 45435, AID: 6, The ship loading cargo from the dock
TID: 00e77e5b5f7f0000, SID: 74, DID: 2, CID: 258, time stamp: 45479, AID: 6, The ship loading cargo from the dock
TID: 00d7ff625f7f0000, SID: 95, DID: 4, CID: 569, time stamp: 45486, AID: 6, The ship loading cargo from the dock
TID: 00d7fc4a5f7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45592, AID: 1, The ship requested permission to dock
TID: 00d7fc4a5f7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45594, AID: 2, The ship docked
TID: 00d7fc4a5f7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45596, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fc4a5f7f0000, SID: 40, DID: 1, CID: 430, time stamp: 45606, AID: 6, The ship loading cargo from the dock
TID: 00c77c4a5f7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45661, AID: 1, The ship requested permission to dock
TID: 00c77c4a5f7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45662, AID: 2, The ship docked
TID: 00c77c4a5f7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45664, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 1, CID: 484, time stamp: 45673, AID: 6, The ship loading cargo from the dock
TID: 00c77c4a5f7f0000, SID: 87, DID: 4, CID: 596, time stamp: 45691, AID: 6, The ship loading cargo from the dock
TID: 00f7fe5b5f7f0000, SID: 72, DID: 0, CID: 444, time stamp: 45700, AID: 6, The ship loading cargo from the dock
TID: 0037fe555f7f0000, SID: 36, DID: 1, CID: 389, time stamp: 45704, AID: 6, The ship loading cargo from the dock
TID: 0077fd4f5f7f0000, SID: 66, DID: 1, CID: 396, time stamp: 46406, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 269, time stamp: 46412, AID: 6, The ship loading cargo from the dock
TID: 0097fd505f7f0000, SID: 67, DID: 2, CID: 284, time stamp: 46419, AID: 6, The ship loading cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 3, CID: 193, time stamp: 46426, AID: 6, The ship loading cargo from the dock
TID: 00677e575f7f0000, SID: 20, DID: 1, CID: 500, time stamp: 46431, AID: 6, The ship loading cargo from the dock
TID: 00c77f625f7f0000, SID: 37, DID: 2, CID: 287, time stamp: 46441, AID: 6, The ship loading cargo from the dock
TID: 00b7fd515f7f0000, SID: 26, DID: 2, CID: 290, time stamp: 46451, AID: 6, The ship loading cargo from the dock
TID: 00a77d515f7f0000, SID: 27, DID: 3, CID: 195, time stamp: 46455, AID: 6, The ship loading cargo from the dock
TID: 0057fe565f7f0000, SID: 53, DID: 1, CID: 409, time stamp: 46461, AID: 6, The ship loading cargo from the dock
TID: 0077fe575f7f0000, SID: 4, DID: 4, CID: 578, time stamp: 46531, AID: 6, The ship loading cargo from the dock
TID: 00f7fd535f7f0000, SID: 11, DID: 3, CID: 254, time stamp: 46534, AID: 6, The ship loading cargo from the dock
TID: 00277e555f7f0000, SID: 60, DID: 0, CID: 419, time stamp: 46544, AID: 6, The ship loading cargo from the dock
TID: 0037ff5d5f7f0000, SID: 55, DID: 0, CID: 424, time stamp: 46552, AID: 6, The ship loading cargo from the dock
TID: 0057fd4e5f7f0000, SID: 93, DID: 4, CID: 565, time stamp: 46559, AID: 6, The ship loading cargo from the dock
TID: 00c77e5a5f7f0000, SID: 15, DID: 1, CID: 410, time stamp: 46564, AID: 6, The ship loading cargo from the dock
TID: 00a77e595f7f0000, SID: 12, DID: 3, CID: 207, time stamp: 46573, AID: 6, The ship loading cargo from the dock
TID: 00877f605f7f0000, SID: 90, DID: 4, CID: 581, time stamp: 46578, AID: 6, The ship loading cargo from the dock
TID: 00a77f615f7f0000, SID: 22, DID: 2, CID: 493, time stamp: 46787, AID: 6, The ship loading cargo from the dock
TID: 00d7fd525f7f0000, SID: 57, DID: 1, CID: 414, time stamp: 47306, AID: 6, The ship loading cargo from the dock
TID: 00677d4f5f7f0000, SID: 98, DID: 1, CID: 416, time stamp: 47310, AID: 6, The ship loading cargo from the dock
TID: 00e77d535f7f0000, SID: 41, DID: 3, CID: 226, time stamp: 47313, AID: 6, The ship loading cargo from the dock
TID: 00477d4e5f7f0000, SID: 32, DID: 0, CID: 429, time stamp: 47317, AID: 6, The ship loading cargo from the dock
TID: 00477e565f7f0000, SID: 89, DID: 0, CID: 442, time stamp: 47372, AID: 6, The ship loading cargo from the dock
TID: 00877d505f7f0000, SID: 63, DID: 4, CID: 619, time stamp: 47388, AID: 6, The ship loading cargo from the dock
TID: 00077d4c5f7f0000, SID: 16, DID: 4, CID: 631, time stamp: 47397, AID: 6, The ship loading cargo from the dock
TID: 0077ff5f5f7f0000, SID: 92, DID: 3, CID: 248, time stamp: 47448, AID: 6, The ship loading cargo from the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 0, CID: 432, time stamp: 47454, AID: 6, The ship loading cargo from the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 2, CID: 301, time stamp: 47461, AID: 6, The ship loading cargo from the dock
TID: 00077f5c5f7f0000, SID: 48, DID: 1, CID: 425, time stamp: 47465, AID: 6, The ship loading cargo from the dock
TID: 00f7fc4b5f7f0000, SID: 65, DID: 4, CID: 593, time stamp: 47484, AID: 6, The ship loading cargo from the dock
TID: 00b7fe595f7f0000, SID: 6, DID: 4, CID: 566, time stamp: 47519, AID: 6, The ship loading cargo from the dock
TID: 00e77c4b5f7f0000, SID: 75, DID: 1, CID: 445, time stamp: 47584, AID: 6, The ship loading cargo from the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 2, CID: 510, time stamp: 47779, AID: 6, The ship loading cargo from the dock
TID: 00877e585f7f0000, SID: 82, DID: 0, CID: 453, time stamp: 47787, AID: 6, The ship loading cargo from the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 4, CID: 570, time stamp: 47795, AID: 6, The ship loading cargo from the dock
TID: 0017fe545f7f0000, SID: 3, DID: 1, CID: 507, time stamp: 48428, AID: 6, The ship loading cargo from the dock
TID: 00f7c8685f7f0000, SID: 28, DID: 4, CID: 647, time stamp: 48434, AID: 6, The ship loading cargo from the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 0, CID: 456, time stamp: 48446, AID: 6, The ship loading cargo from the dock
TID: 0057ff5e5f7f0000, SID: 64, DID: 1, CID: 431, time stamp: 48454, AID: 6, The ship loading cargo from the dock
TID: 00e77f635f7f0000, SID: 0, DID: 4, CID: 583, time stamp: 48463, AID: 6, The ship loading cargo from the dock
TID: 00077e545f7f0000, SID: 96, DID: 4, CID: 590, time stamp: 48468, AID: 6, The ship loading cargo from the dock
TID: 00c77d525f7f0000, SID: 29, DID: 4, CID: 584, time stamp: 48471, AID: 6, The ship loading cargo from the dock
TID: 00277d4d5f7f0000, SID: 91, DID: 3, CID: 242, time stamp: 48490, AID: 6, The ship loading cargo from the dock
TID: 00e77e5b5f7f0000, SID: 74, DID: 2, CID: 302, time stamp: 48535, AID: 6, The ship loading cargo from the dock
TID: 00d7ff625f7f0000, SID: 95, DID: 4, CID: 592, time stamp: 48542, AID: 6, The ship loading cargo from the dock
TID: 00d7fc4a5f7f0000, SID: 40, DID: 1, CID: 469, time stamp: 48661, AID: 6, The ship loading cargo from the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 1, CID: 517, time stamp: 48732, AID: 6, The ship loading cargo from the dock
TID: 0037fe555f7f0000, SID: 36, DID: 1, CID: 428, time stamp: 48738, AID: 6, The ship loading cargo from the dock
TID: 00c77c4a5f7f0000, SID: 87, DID: 4, CID: 661, time stamp: 48747, AID: 6, The ship loading cargo from the dock
TID: 00f7fe5b5f7f0000, SID: 72, DID: 0, CID: 482, time stamp: 48758, AID: 6, The ship loading cargo from the dock
TID: 0077fd4f5f7f0000, SID: 66, DID: 1, CID: 464, time stamp: 49467, AID: 6, The ship loading cargo from the dock
TID: 0017fd4c5f7f0000, SID: 45, DID: 2, CID: 304, time stamp: 49474, AID: 6, The ship loading cargo from the dock
TID: 00b7fd515f7f0000, SID: 26, DID: 2, CID: 314, time stamp: 49478, AID: 6, The ship loading cargo from the dock
TID: 0057fe565f7f0000, SID: 53, DID: 1, CID: 473, time stamp: 49491, AID: 6, The ship loading cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 3, CID: 251, time stamp: 49494, AID: 6, The ship loading cargo from the dock
